TIME,,CH4,,CH6,,CH7,,CH8,
-0.000000185920,-185920.000000000000,0.000000000000,0.000000000000,0.280000000000,280000.000000000000,4.960000000000,4960000.000000000000,0.000000000000,0
-0.000000185760,-185760.000000000000,0.000000000000,0.000000000000,0.360000000000,360000.000000000000,4.320000000000,4320000.000000000000,-0.200000000000,-200000
-0.000000185600,-185600.000000000000,0.000000000000,0.000000000000,0.280000000000,280000.000000000000,3.280000000000,3280000.000000000000,-0.600000000000,-600000
-0.000000185440,-185440.000000000000,0.200000000000,200000.000000000000,0.280000000000,280000.000000000000,2.000000000000,2000000.000000000000,-0.600000000000,-600000
-0.000000185280,-185280.000000000000,0.200000000000,200000.000000000000,0.200000000000,200000.000000000000,0.800000000000,800000.000000000000,-0.400000000000,-400000
-0.000000185120,-185120.000000000000,0.200000000000,200000.000000000000,0.120000000000,120000.000000000000,-0.160000000000,-160000.000000000000,-0.400000000000,-400000
-0.000000184960,-184960.000000000000,0.000000000000,0.000000000000,0.120000000000,120000.000000000000,-0.720000000000,-720000.000000000000,-0.600000000000,-600000
-0.000000184800,-184800.000000000000,0.000000000000,0.000000000000,0.200000000000,200000.000000000000,-1.120000000000,-1120000.000000000000,-0.800000000000,-800000
-0.000000184640,-184640.000000000000,0.200000000000,200000.000000000000,0.200000000000,200000.000000000000,-1.280000000000,-1280000.000000000000,-0.200000000000,-200000
-0.000000184480,-184480.000000000000,0.200000000000,200000.000000000000,0.120000000000,120000.000000000000,-1.200000000000,-1200000.000000000000,0.800000000000,800000
-0.000000184320,-184320.000000000000,0.000000000000,0.000000000000,0.120000000000,120000.000000000000,-0.880000000000,-880000.000000000000,1.800000000000,1800000
-0.000000184160,-184160.000000000000,0.000000000000,0.000000000000,0.200000000000,200000.000000000000,-0.560000000000,-560000.000000000000,2.600000000000,2600000
-0.000000184000,-184000.000000000000,0.600000000000,600000.000000000000,0.200000000000,200000.000000000000,-0.240000000000,-240000.000000000000,3.800000000000,3800000
-0.000000183840,-183840.000000000000,2.200000000000,2200000.000000000000,0.200000000000,200000.000000000000,0.000000000000,0.000000000000,5.200000000000,5200000
-0.000000183680,-183680.000000000000,4.600000000000,4600000.000000000000,0.280000000000,280000.000000000000,0.240000000000,240000.000000000000,7.200000000000,7200000
-0.000000183520,-183520.000000000000,6.400000000000,6400000.000000000000,0.360000000000,360000.000000000000,0.400000000000,400000.000000000000,9.600000000000,9600000
-0.000000183360,-183360.000000000000,6.800000000000,6800000.000000000000,0.440000000000,440000.000000000000,0.480000000000,480000.000000000000,11.400000000000,11400000
-0.000000183200,-183200.000000000000,6.000000000000,6000000.000000000000,0.280000000000,280000.000000000000,0.480000000000,480000.000000000000,11.200000000000,11200000
-0.000000183040,-183040.000000000000,4.800000000000,4800000.000000000000,0.120000000000,120000.000000000000,0.400000000000,400000.000000000000,9.600000000000,9600000
-0.000000182880,-182880.000000000000,4.200000000000,4200000.000000000000,-0.040000000000,-40000.000000000000,0.080000000000,80000.000000000000,8.200000000000,8200000
-0.000000182720,-182720.000000000000,4.800000000000,4800000.000000000000,-0.040000000000,-40000.000000000000,-0.320000000000,-320000.000000000000,7.800000000000,7800000
-0.000000182560,-182560.000000000000,6.000000000000,6000000.000000000000,0.040000000000,40000.000000000000,-0.400000000000,-400000.000000000000,8.400000000000,8400000
-0.000000182400,-182400.000000000000,6.400000000000,6400000.000000000000,0.120000000000,120000.000000000000,-0.160000000000,-160000.000000000000,9.600000000000,9600000
-0.000000182240,-182240.000000000000,6.000000000000,6000000.000000000000,0.120000000000,120000.000000000000,0.000000000000,0.000000000000,10.400000000000,10400000
-0.000000182080,-182080.000000000000,5.200000000000,5200000.000000000000,-0.040000000000,-40000.000000000000,-0.080000000000,-80000.000000000000,10.200000000000,10200000
-0.000000181920,-181920.000000000000,4.800000000000,4800000.000000000000,-0.200000000000,-200000.000000000000,-0.240000000000,-240000.000000000000,9.200000000000,9200000
-0.000000181760,-181760.000000000000,5.000000000000,5000000.000000000000,-0.200000000000,-200000.000000000000,-0.400000000000,-400000.000000000000,8.400000000000,8400000
-0.000000181600,-181600.000000000000,5.400000000000,5400000.000000000000,-0.040000000000,-40000.000000000000,-0.320000000000,-320000.000000000000,8.800000000000,8800000
-0.000000181440,-181440.000000000000,5.600000000000,5600000.000000000000,0.200000000000,200000.000000000000,-0.160000000000,-160000.000000000000,9.400000000000,9400000
-0.000000181280,-181280.000000000000,5.600000000000,5600000.000000000000,0.280000000000,280000.000000000000,0.000000000000,0.000000000000,9.800000000000,9800000
-0.000000181120,-181120.000000000000,5.400000000000,5400000.000000000000,0.200000000000,200000.000000000000,0.080000000000,80000.000000000000,9.400000000000,9400000
-0.000000180960,-180960.000000000000,5.000000000000,5000000.000000000000,0.120000000000,120000.000000000000,0.000000000000,0.000000000000,8.800000000000,8800000
-0.000000180800,-180800.000000000000,4.800000000000,4800000.000000000000,0.040000000000,40000.000000000000,-0.080000000000,-80000.000000000000,8.600000000000,8600000
-0.000000180640,-180640.000000000000,5.000000000000,5000000.000000000000,-0.040000000000,-40000.000000000000,-0.080000000000,-80000.000000000000,9.000000000000,9000000
-0.000000180480,-180480.000000000000,5.200000000000,5200000.000000000000,0.040000000000,40000.000000000000,-0.080000000000,-80000.000000000000,9.400000000000,9400000
-0.000000180320,-180320.000000000000,5.000000000000,5000000.000000000000,0.040000000000,40000.000000000000,-0.080000000000,-80000.000000000000,9.400000000000,9400000
