TIME,,CH4,,CH5,,CH6,,CH7,,CH8,
-0.000000099840,-99840.000000000000,3.200000000000,3200000.000000000000,4.880000000000,4880000.000000000000,2.600000000000,2600000.000000000000,-0.360000000000,-360000.000000000000,8.700000000000,8700000.000000000000
-0.000000099680,-99680.000000000000,2.400000000000,2400000.000000000000,4.880000000000,4880000.000000000000,2.600000000000,2600000.000000000000,-0.360000000000,-360000.000000000000,8.500000000000,8500000.000000000000
-0.000000099520,-99520.000000000000,1.800000000000,1800000.000000000000,4.880000000000,4880000.000000000000,2.680000000000,2680000.000000000000,-0.280000000000,-280000.000000000000,8.300000000000,8300000.000000000000
-0.000000099360,-99360.000000000000,1.200000000000,1200000.000000000000,4.800000000000,4800000.000000000000,2.760000000000,2760000.000000000000,-0.280000000000,-280000.000000000000,8.300000000000,8300000.000000000000
-0.000000099200,-99200.000000000000,0.800000000000,800000.000000000000,4.720000000000,4720000.000000000000,2.760000000000,2760000.000000000000,-0.360000000000,-360000.000000000000,8.300000000000,8300000.000000000000
-0.000000099040,-99040.000000000000,0.600000000000,600000.000000000000,4.800000000000,4800000.000000000000,2.920000000000,2920000.000000000000,-0.360000000000,-360000.000000000000,8.300000000000,8300000.000000000000
-0.000000098880,-98880.000000000000,0.400000000000,400000.000000000000,4.960000000000,4960000.000000000000,3.080000000000,3080000.000000000000,-0.200000000000,-200000.000000000000,8.100000000000,8100000.000000000000
-0.000000098720,-98720.000000000000,0.200000000000,200000.000000000000,4.880000000000,4880000.000000000000,3.240000000000,3240000.000000000000,-0.040000000000,-40000.000000000000,7.900000000000,7900000.000000000000
-0.000000098560,-98560.000000000000,0.000000000000,0.000000000000,4.800000000000,4800000.000000000000,3.240000000000,3240000.000000000000,0.040000000000,40000.000000000000,7.900000000000,7900000.000000000000
-0.000000098400,-98400.000000000000,0.000000000000,0.000000000000,4.880000000000,4880000.000000000000,3.320000000000,3320000.000000000000,0.200000000000,200000.000000000000,7.700000000000,7700000.000000000000
-0.000000098240,-98240.000000000000,0.200000000000,200000.000000000000,4.880000000000,4880000.000000000000,3.320000000000,3320000.000000000000,0.440000000000,440000.000000000000,7.500000000000,7500000.000000000000
-0.000000098080,-98080.000000000000,0.400000000000,400000.000000000000,4.800000000000,4800000.000000000000,3.400000000000,3400000.000000000000,0.760000000000,760000.000000000000,7.300000000000,7300000.000000000000
-0.000000097920,-97920.000000000000,0.400000000000,400000.000000000000,4.800000000000,4800000.000000000000,3.480000000000,3480000.000000000000,0.920000000000,920000.000000000000,7.300000000000,7300000.000000000000
-0.000000097760,-97760.000000000000,0.600000000000,600000.000000000000,4.800000000000,4800000.000000000000,3.560000000000,3560000.000000000000,1.160000000000,1160000.000000000000,7.100000000000,7100000.000000000000
-0.000000097600,-97600.000000000000,0.600000000000,600000.000000000000,4.880000000000,4880000.000000000000,3.640000000000,3640000.000000000000,1.480000000000,1480000.000000000000,6.700000000000,6700000.000000000000
-0.000000097440,-97440.000000000000,0.600000000000,600000.000000000000,4.960000000000,4960000.000000000000,3.720000000000,3720000.000000000000,1.800000000000,1800000.000000000000,6.500000000000,6500000.000000000000
-0.000000097280,-97280.000000000000,0.600000000000,600000.000000000000,4.960000000000,4960000.000000000000,3.800000000000,3800000.000000000000,2.040000000000,2040000.000000000000,6.500000000000,6500000.000000000000
-0.000000097120,-97120.000000000000,0.800000000000,800000.000000000000,4.800000000000,4800000.000000000000,3.800000000000,3800000.000000000000,2.200000000000,2200000.000000000000,6.300000000000,6300000.000000000000
-0.000000096960,-96960.000000000000,1.000000000000,1000000.000000000000,4.480000000000,4480000.000000000000,3.720000000000,3720000.000000000000,2.520000000000,2520000.000000000000,5.900000000000,5900000.000000000000
-0.000000096800,-96800.000000000000,0.800000000000,800000.000000000000,4.000000000000,4000000.000000000000,3.800000000000,3800000.000000000000,2.840000000000,2840000.000000000000,5.500000000000,5500000.000000000000
-0.000000096640,-96640.000000000000,0.600000000000,600000.000000000000,3.120000000000,3120000.000000000000,3.880000000000,3880000.000000000000,3.160000000000,3160000.000000000000,4.900000000000,4900000.000000000000
-0.000000096480,-96480.000000000000,0.600000000000,600000.000000000000,1.920000000000,1920000.000000000000,3.960000000000,3960000.000000000000,3.320000000000,3320000.000000000000,3.700000000000,3700000.000000000000
-0.000000096320,-96320.000000000000,0.600000000000,600000.000000000000,0.640000000000,640000.000000000000,3.960000000000,3960000.000000000000,3.480000000000,3480000.000000000000,2.100000000000,2100000.000000000000
-0.000000096160,-96160.000000000000,0.600000000000,600000.000000000000,-0.240000000000,-240000.000000000000,3.880000000000,3880000.000000000000,3.480000000000,3480000.000000000000,0.300000000000,300000.000000000000
-0.000000096000,-96000.000000000000,0.200000000000,200000.000000000000,-0.640000000000,-640000.000000000000,3.880000000000,3880000.000000000000,3.560000000000,3560000.000000000000,-0.900000000000,-900000.000000000000
-0.000000095840,-95840.000000000000,0.200000000000,200000.000000000000,-0.720000000000,-720000.000000000000,3.960000000000,3960000.000000000000,3.960000000000,3960000.000000000000,-1.700000000000,-1700000.000000000000
-0.000000095680,-95680.000000000000,0.600000000000,600000.000000000000,-0.560000000000,-560000.000000000000,4.120000000000,4120000.000000000000,4.440000000000,4440000.000000000000,-1.700000000000,-1700000.000000000000
-0.000000095520,-95520.000000000000,0.600000000000,600000.000000000000,-0.480000000000,-480000.000000000000,4.280000000000,4280000.000000000000,4.760000000000,4760000.000000000000,-0.900000000000,-900000.000000000000
-0.000000095360,-95360.000000000000,0.600000000000,600000.000000000000,-0.560000000000,-560000.000000000000,4.360000000000,4360000.000000000000,4.840000000000,4840000.000000000000,-0.300000000000,-300000.000000000000
-0.000000095200,-95200.000000000000,0.800000000000,800000.000000000000,-0.640000000000,-640000.000000000000,4.360000000000,4360000.000000000000,4.840000000000,4840000.000000000000,-0.500000000000,-500000.000000000000
-0.000000095040,-95040.000000000000,0.800000000000,800000.000000000000,-0.640000000000,-640000.000000000000,4.280000000000,4280000.000000000000,5.000000000000,5000000.000000000000,-1.300000000000,-1300000.000000000000
-0.000000094880,-94880.000000000000,0.600000000000,600000.000000000000,-0.480000000000,-480000.000000000000,4.280000000000,4280000.000000000000,5.240000000000,5240000.000000000000,-1.700000000000,-1700000.000000000000
-0.000000094720,-94720.000000000000,0.600000000000,600000.000000000000,-0.400000000000,-400000.000000000000,4.280000000000,4280000.000000000000,5.560000000000,5560000.000000000000,-1.500000000000,-1500000.000000000000
-0.000000094560,-94560.000000000000,0.600000000000,600000.000000000000,-0.160000000000,-160000.000000000000,4.280000000000,4280000.000000000000,5.880000000000,5880000.000000000000,-0.900000000000,-900000.000000000000
-0.000000094400,-94400.000000000000,0.600000000000,600000.000000000000,-0.080000000000,-80000.000000000000,4.280000000000,4280000.000000000000,6.120000000000,6120000.000000000000,-0.500000000000,-500000.000000000000
-0.000000094240,-94240.000000000000,0.400000000000,400000.000000000000,-0.080000000000,-80000.000000000000,4.360000000000,4360000.000000000000,6.120000000000,6120000.000000000000,-0.300000000000,-300000.000000000000
-0.000000094080,-94080.000000000000,0.400000000000,400000.000000000000,-0.160000000000,-160000.000000000000,4.360000000000,4360000.000000000000,5.960000000000,5960000.000000000000,-0.300000000000,-300000.000000000000
-0.000000093920,-93920.000000000000,0.400000000000,400000.000000000000,0.000000000000,0.000000000000,4.360000000000,4360000.000000000000,5.800000000000,5800000.000000000000,-0.500000000000,-500000.000000000000
-0.000000093760,-93760.000000000000,0.400000000000,400000.000000000000,0.160000000000,160000.000000000000,4.360000000000,4360000.000000000000,5.640000000000,5640000.000000000000,-0.500000000000,-500000.000000000000
-0.000000093600,-93600.000000000000,0.400000000000,400000.000000000000,0.160000000000,160000.000000000000,4.520000000000,4520000.000000000000,5.560000000000,5560000.000000000000,-0.300000000000,-300000.000000000000
-0.000000093440,-93440.000000000000,0.400000000000,400000.000000000000,0.080000000000,80000.000000000000,4.520000000000,4520000.000000000000,5.320000000000,5320000.000000000000,-0.100000000000,-100000.000000000000
-0.000000093280,-93280.000000000000,0.400000000000,400000.000000000000,0.000000000000,0.000000000000,4.520000000000,4520000.000000000000,5.080000000000,5080000.000000000000,-0.100000000000,-100000.000000000000
-0.000000093120,-93120.000000000000,0.600000000000,600000.000000000000,-0.080000000000,-80000.000000000000,4.520000000000,4520000.000000000000,4.840000000000,4840000.000000000000,-0.500000000000,-500000.000000000000
-0.000000092960,-92960.000000000000,0.800000000000,800000.000000000000,-0.160000000000,-160000.000000000000,4.600000000000,4600000.000000000000,4.600000000000,4600000.000000000000,-0.500000000000,-500000.000000000000
-0.000000092800,-92800.000000000000,0.600000000000,600000.000000000000,-0.160000000000,-160000.000000000000,4.600000000000,4600000.000000000000,4.440000000000,4440000.000000000000,-0.700000000000,-700000.000000000000
-0.000000092640,-92640.000000000000,0.400000000000,400000.000000000000,-0.080000000000,-80000.000000000000,4.600000000000,4600000.000000000000,4.520000000000,4520000.000000000000,-0.700000000000,-700000.000000000000
-0.000000092480,-92480.000000000000,0.400000000000,400000.000000000000,-0.080000000000,-80000.000000000000,4.600000000000,4600000.000000000000,4.520000000000,4520000.000000000000,-0.700000000000,-700000.000000000000
-0.000000092320,-92320.000000000000,0.400000000000,400000.000000000000,-0.160000000000,-160000.000000000000,4.680000000000,4680000.000000000000,4.600000000000,4600000.000000000000,-0.700000000000,-700000.000000000000
-0.000000092160,-92160.000000000000,0.400000000000,400000.000000000000,-0.080000000000,-80000.000000000000,4.680000000000,4680000.000000000000,4.760000000000,4760000.000000000000,-0.500000000000,-500000.000000000000
-0.000000092000,-92000.000000000000,0.600000000000,600000.000000000000,0.000000000000,0.000000000000,4.600000000000,4600000.000000000000,4.920000000000,4920000.000000000000,-0.500000000000,-500000.000000000000
-0.000000091840,-91840.000000000000,0.600000000000,600000.000000000000,0.000000000000,0.000000000000,4.520000000000,4520000.000000000000,5.240000000000,5240000.000000000000,-0.700000000000,-700000.000000000000
-0.000000091680,-91680.000000000000,0.400000000000,400000.000000000000,-0.080000000000,-80000.000000000000,4.520000000000,4520000.000000000000,5.480000000000,5480000.000000000000,-0.700000000000,-700000.000000000000
-0.000000091520,-91520.000000000000,0.200000000000,200000.000000000000,-0.160000000000,-160000.000000000000,4.600000000000,4600000.000000000000,5.640000000000,5640000.000000000000,-0.700000000000,-700000.000000000000
-0.000000091360,-91360.000000000000,0.200000000000,200000.000000000000,-0.160000000000,-160000.000000000000,4.680000000000,4680000.000000000000,5.800000000000,5800000.000000000000,-0.500000000000,-500000.000000000000
-0.000000091200,-91200.000000000000,0.400000000000,400000.000000000000,-0.080000000000,-80000.000000000000,4.680000000000,4680000.000000000000,5.880000000000,5880000.000000000000,-0.500000000000,-500000.000000000000
-0.000000091040,-91040.000000000000,0.400000000000,400000.000000000000,0.000000000000,0.000000000000,4.680000000000,4680000.000000000000,5.800000000000,5800000.000000000000,-0.700000000000,-700000.000000000000
-0.000000090880,-90880.000000000000,0.000000000000,0.000000000000,-0.080000000000,-80000.000000000000,4.680000000000,4680000.000000000000,5.640000000000,5640000.000000000000,-0.700000000000,-700000.000000000000
-0.000000090720,-90720.000000000000,0.000000000000,0.000000000000,-0.160000000000,-160000.000000000000,4.600000000000,4600000.000000000000,5.560000000000,5560000.000000000000,-0.700000000000,-700000.000000000000
-0.000000090560,-90560.000000000000,0.400000000000,400000.000000000000,-0.160000000000,-160000.000000000000,4.520000000000,4520000.000000000000,5.640000000000,5640000.000000000000,-0.700000000000,-700000.000000000000
-0.000000090400,-90400.000000000000,0.400000000000,400000.000000000000,-0.080000000000,-80000.000000000000,4.600000000000,4600000.000000000000,5.400000000000,5400000.000000000000,-0.700000000000,-700000.000000000000
-0.000000090240,-90240.000000000000,0.400000000000,400000.000000000000,-0.080000000000,-80000.000000000000,4.600000000000,4600000.000000000000,5.160000000000,5160000.000000000000,-0.700000000000,-700000.000000000000
-0.000000090080,-90080.000000000000,0.600000000000,600000.000000000000,-0.080000000000,-80000.000000000000,4.520000000000,4520000.000000000000,4.920000000000,4920000.000000000000,-0.700000000000,-700000.000000000000
-0.000000089920,-89920.000000000000,0.800000000000,800000.000000000000,-0.160000000000,-160000.000000000000,4.440000000000,4440000.000000000000,4.920000000000,4920000.000000000000,-0.700000000000,-700000.000000000000
-0.000000089760,-89760.000000000000,0.800000000000,800000.000000000000,-0.320000000000,-320000.000000000000,4.440000000000,4440000.000000000000,4.920000000000,4920000.000000000000,-0.500000000000,-500000.000000000000
-0.000000089600,-89600.000000000000,0.600000000000,600000.000000000000,-0.400000000000,-400000.000000000000,4.280000000000,4280000.000000000000,4.920000000000,4920000.000000000000,-0.500000000000,-500000.000000000000
-0.000000089440,-89440.000000000000,0.600000000000,600000.000000000000,-0.400000000000,-400000.000000000000,4.040000000000,4040000.000000000000,4.920000000000,4920000.000000000000,-0.500000000000,-500000.000000000000
-0.000000089280,-89280.000000000000,0.600000000000,600000.000000000000,-0.320000000000,-320000.000000000000,3.880000000000,3880000.000000000000,5.080000000000,5080000.000000000000,-0.700000000000,-700000.000000000000
-0.000000089120,-89120.000000000000,0.600000000000,600000.000000000000,-0.320000000000,-320000.000000000000,3.720000000000,3720000.000000000000,5.160000000000,5160000.000000000000,-0.700000000000,-700000.000000000000
-0.000000088960,-88960.000000000000,0.600000000000,600000.000000000000,-0.240000000000,-240000.000000000000,3.560000000000,3560000.000000000000,5.160000000000,5160000.000000000000,-0.700000000000,-700000.000000000000
-0.000000088800,-88800.000000000000,0.800000000000,800000.000000000000,-0.160000000000,-160000.000000000000,3.320000000000,3320000.000000000000,5.320000000000,5320000.000000000000,-0.700000000000,-700000.000000000000
-0.000000088640,-88640.000000000000,0.800000000000,800000.000000000000,-0.080000000000,-80000.000000000000,3.240000000000,3240000.000000000000,5.480000000000,5480000.000000000000,-0.700000000000,-700000.000000000000
-0.000000088480,-88480.000000000000,1.000000000000,1000000.000000000000,-0.080000000000,-80000.000000000000,3.160000000000,3160000.000000000000,5.480000000000,5480000.000000000000,-0.700000000000,-700000.000000000000
-0.000000088320,-88320.000000000000,1.000000000000,1000000.000000000000,-0.160000000000,-160000.000000000000,3.080000000000,3080000.000000000000,5.400000000000,5400000.000000000000,-0.500000000000,-500000.000000000000
-0.000000088160,-88160.000000000000,1.400000000000,1400000.000000000000,-0.080000000000,-80000.000000000000,2.840000000000,2840000.000000000000,5.480000000000,5480000.000000000000,-0.500000000000,-500000.000000000000
-0.000000088000,-88000.000000000000,1.800000000000,1800000.000000000000,-0.080000000000,-80000.000000000000,2.760000000000,2760000.000000000000,5.480000000000,5480000.000000000000,-0.700000000000,-700000.000000000000
-0.000000087840,-87840.000000000000,2.200000000000,2200000.000000000000,-0.160000000000,-160000.000000000000,2.680000000000,2680000.000000000000,5.400000000000,5400000.000000000000,-0.500000000000,-500000.000000000000
-0.000000087680,-87680.000000000000,2.600000000000,2600000.000000000000,-0.320000000000,-320000.000000000000,2.520000000000,2520000.000000000000,5.240000000000,5240000.000000000000,-0.500000000000,-500000.000000000000
-0.000000087520,-87520.000000000000,3.200000000000,3200000.000000000000,-0.400000000000,-400000.000000000000,2.360000000000,2360000.000000000000,5.160000000000,5160000.000000000000,-0.500000000000,-500000.000000000000
-0.000000087360,-87360.000000000000,4.000000000000,4000000.000000000000,-0.400000000000,-400000.000000000000,2.280000000000,2280000.000000000000,5.160000000000,5160000.000000000000,-0.500000000000,-500000.000000000000
-0.000000087200,-87200.000000000000,5.000000000000,5000000.000000000000,-0.480000000000,-480000.000000000000,2.280000000000,2280000.000000000000,5.000000000000,5000000.000000000000,-0.300000000000,-300000.000000000000
-0.000000087040,-87040.000000000000,5.600000000000,5600000.000000000000,-0.480000000000,-480000.000000000000,2.280000000000,2280000.000000000000,4.920000000000,4920000.000000000000,-0.100000000000,-100000.000000000000
-0.000000086880,-86880.000000000000,6.400000000000,6400000.000000000000,-0.400000000000,-400000.000000000000,2.200000000000,2200000.000000000000,4.920000000000,4920000.000000000000,-0.300000000000,-300000.000000000000
-0.000000086720,-86720.000000000000,7.400000000000,7400000.000000000000,-0.400000000000,-400000.000000000000,1.960000000000,1960000.000000000000,4.920000000000,4920000.000000000000,-0.500000000000,-500000.000000000000
-0.000000086560,-86560.000000000000,8.400000000000,8400000.000000000000,-0.320000000000,-320000.000000000000,1.800000000000,1800000.000000000000,4.920000000000,4920000.000000000000,-0.500000000000,-500000.000000000000
