TIME,,CH1,,CH2,,CH3,,CH4,,CH5,,CH6,
-0.000000007940,-7940.000000000000,0.088125000000,88125.000000000000,4.860625000000,4860625.000000000000,-0.661718750000,-661718.750000000000,-0.078750000000,-78750.000000000000,1.312812500000,1312812.500000000000,0.980468750000,980468.750000000000
-0.000000007860,-7860.000000000000,0.093125000000,93125.000000000000,4.847812500000,4847812.500000000000,-0.619531250000,-619531.250000000000,-0.052187500000,-52187.500000000000,1.295000000000,1295000.000000000000,0.970312500000,970312.500000000000
-0.000000007780,-7780.000000000000,0.100312500000,100312.500000000000,4.863750000000,4863750.000000000000,-0.610937500000,-610937.500000000000,-0.029687500000,-29687.500000000000,1.287812500000,1287812.500000000000,0.964062500000,964062.500000000000
-0.000000007700,-7700.000000000000,0.101250000000,101250.000000000000,4.899687500000,4899687.500000000000,-0.623437500000,-623437.500000000000,0.004687500000,4687.500000000000,1.284531250000,1284531.250000000000,0.955937500000,955937.500000000000
-0.000000007620,-7620.000000000000,0.106250000000,106250.000000000000,4.956875000000,4956875.000000000000,-0.668750000000,-668750.000000000000,0.022812500000,22812.500000000000,1.293437500000,1293437.500000000000,0.954218750000,954218.750000000000
-0.000000007540,-7540.000000000000,0.104687500000,104687.500000000000,5.013750000000,5013750.000000000000,-0.717187500000,-717187.500000000000,0.046250000000,46250.000000000000,1.303906250000,1303906.250000000000,0.951718750000,951718.750000000000
-0.000000007460,-7460.000000000000,0.106875000000,106875.000000000000,5.065937500000,5065937.500000000000,-0.771875000000,-771875.000000000000,0.046875000000,46875.000000000000,1.323593750000,1323593.750000000000,0.957500000000,957500.000000000000
-0.000000007380,-7380.000000000000,0.102812500000,102812.500000000000,5.094062500000,5094062.500000000000,-0.803125000000,-803125.000000000000,0.047187500000,47187.500000000000,1.341250000000,1341250.000000000000,0.964531250000,964531.250000000000
-0.000000007300,-7300.000000000000,0.100000000000,100000.000000000000,5.098750000000,5098750.000000000000,-0.814843750000,-814843.750000000000,0.027187500000,27187.500000000000,1.361875000000,1361875.000000000000,0.979531250000,979531.250000000000
-0.000000007220,-7220.000000000000,0.087812500000,87812.500000000000,5.070937500000,5070937.500000000000,-0.785156250000,-785156.250000000000,0.016875000000,16875.000000000000,1.372656250000,1372656.250000000000,0.993125000000,993125.000000000000
-0.000000007140,-7140.000000000000,0.078437500000,78437.500000000000,5.025000000000,5025000.000000000000,-0.737500000000,-737500.000000000000,-0.005937500000,-5937.500000000000,1.381250000000,1381250.000000000000,1.012500000000,1012500.000000000000
-0.000000007060,-7060.000000000000,0.064062500000,64062.500000000000,4.964687500000,4964687.500000000000,-0.667968750000,-667968.750000000000,-0.015000000000,-15000.000000000000,1.378750000000,1378750.000000000000,1.028906250000,1028906.250000000000
-0.000000006980,-6980.000000000000,0.057187500000,57187.500000000000,4.909687500000,4909687.500000000000,-0.606250000000,-606250.000000000000,-0.030312500000,-30312.500000000000,1.374218750000,1374218.750000000000,1.047812500000,1047812.500000000000
-0.000000006900,-6900.000000000000,0.048125000000,48125.000000000000,4.862500000000,4862500.000000000000,-0.546093750000,-546093.750000000000,-0.025000000000,-25000.000000000000,1.360625000000,1360625.000000000000,1.058906250000,1058906.250000000000
-0.000000006820,-6820.000000000000,0.048750000000,48750.000000000000,4.840000000000,4840000.000000000000,-0.514062500000,-514062.500000000000,-0.025000000000,-25000.000000000000,1.350625000000,1350625.000000000000,1.069531250000,1069531.250000000000
-0.000000006740,-6740.000000000000,0.049375000000,49375.000000000000,4.836250000000,4836250.000000000000,-0.493750000000,-493750.000000000000,-0.010312500000,-10312.500000000000,1.339531250000,1339531.250000000000,1.071562500000,1071562.500000000000
-0.000000006660,-6660.000000000000,0.057187500000,57187.500000000000,4.855000000000,4855000.000000000000,-0.496093750000,-496093.750000000000,-0.005000000000,-5000.000000000000,1.337968750000,1337968.750000000000,1.071875000000,1071875.000000000000
-0.000000006580,-6580.000000000000,0.059062500000,59062.500000000000,4.878437500000,4878437.500000000000,-0.496093750000,-496093.750000000000,0.014687500000,14687.500000000000,1.337500000000,1337500.000000000000,1.062656250000,1062656.250000000000
-0.000000006500,-6500.000000000000,0.064062500000,64062.500000000000,4.904687500000,4904687.500000000000,-0.503125000000,-503125.000000000000,0.020312500000,20312.500000000000,1.347187500000,1347187.500000000000,1.053437500000,1053437.500000000000
-0.000000006420,-6420.000000000000,0.062187500000,62187.500000000000,4.915937500000,4915937.500000000000,-0.498437500000,-498437.500000000000,0.033437500000,33437.500000000000,1.356718750000,1356718.750000000000,1.038750000000,1038750.000000000000
-0.000000006340,-6340.000000000000,0.063125000000,63125.000000000000,4.913125000000,4913125.000000000000,-0.500781250000,-500781.250000000000,0.030312500000,30312.500000000000,1.370937500000,1370937.500000000000,1.027500000000,1027500.000000000000
-0.000000006260,-6260.000000000000,0.056250000000,56250.000000000000,4.884687500000,4884687.500000000000,-0.497656250000,-497656.250000000000,0.038125000000,38125.000000000000,1.376875000000,1376875.000000000000,1.013437500000,1013437.500000000000
-0.000000006180,-6180.000000000000,0.054375000000,54375.000000000000,4.844375000000,4844375.000000000000,-0.514843750000,-514843.750000000000,0.031250000000,31250.000000000000,1.381562500000,1381562.500000000000,1.005781250000,1005781.250000000000
-0.000000006100,-6100.000000000000,0.049375000000,49375.000000000000,4.792500000000,4792500.000000000000,-0.541406250000,-541406.250000000000,0.032812500000,32812.500000000000,1.375000000000,1375000.000000000000,0.997968750000,997968.750000000000
-0.000000006020,-6020.000000000000,0.050937500000,50937.500000000000,4.748125000000,4748125.000000000000,-0.593750000000,-593750.000000000000,0.022812500000,22812.500000000000,1.365625000000,1365625.000000000000,0.996406250000,996406.250000000000
-0.000000005940,-5940.000000000000,0.048437500000,48437.500000000000,4.713750000000,4713750.000000000000,-0.646093750000,-646093.750000000000,0.028125000000,28125.000000000000,1.345781250000,1345781.250000000000,0.991250000000,991250.000000000000
-0.000000005860,-5860.000000000000,0.052187500000,52187.500000000000,4.707500000000,4707500.000000000000,-0.703125000000,-703125.000000000000,0.024375000000,24375.000000000000,1.327656250000,1327656.250000000000,0.989375000000,989375.000000000000
-0.000000005780,-5780.000000000000,0.052500000000,52500.000000000000,4.725625000000,4725625.000000000000,-0.733593750000,-733593.750000000000,0.034062500000,34062.500000000000,1.306406250000,1306406.250000000000,0.982187500000,982187.500000000000
-0.000000005700,-5700.000000000000,0.057500000000,57500.000000000000,4.774062500000,4774062.500000000000,-0.739843750000,-739843.750000000000,0.035312500000,35312.500000000000,1.292968750000,1292968.750000000000,0.975937500000,975937.500000000000
-0.000000005620,-5620.000000000000,0.055937500000,55937.500000000000,4.836250000000,4836250.000000000000,-0.694531250000,-694531.250000000000,0.054375000000,54375.000000000000,1.279531250000,1279531.250000000000,0.962968750000,962968.750000000000
-0.000000005540,-5540.000000000000,0.057500000000,57500.000000000000,4.909687500000,4909687.500000000000,-0.618750000000,-618750.000000000000,0.065312500000,65312.500000000000,1.275937500000,1275937.500000000000,0.953281250000,953281.250000000000
-0.000000005460,-5460.000000000000,0.052500000000,52500.000000000000,4.974375000000,4974375.000000000000,-0.507812500000,-507812.500000000000,0.089375000000,89375.000000000000,1.273593750000,1273593.750000000000,0.942031250000,942031.250000000000
-0.000000005380,-5380.000000000000,0.049062500000,49062.500000000000,5.026562500000,5026562.500000000000,-0.396875000000,-396875.000000000000,0.104375000000,104375.000000000000,1.278593750000,1278593.750000000000,0.939218750000,939218.750000000000
-0.000000005300,-5300.000000000000,0.037187500000,37187.500000000000,5.049687500000,5049687.500000000000,-0.291406250000,-291406.250000000000,0.135000000000,135000.000000000000,1.279531250000,1279531.250000000000,0.938281250000,938281.250000000000
-0.000000005220,-5220.000000000000,0.028125000000,28125.000000000000,5.050625000000,5050625.000000000000,-0.230468750000,-230468.750000000000,0.155000000000,155000.000000000000,1.283906250000,1283906.250000000000,0.948593750000,948593.750000000000
-0.000000005140,-5140.000000000000,0.014687500000,14687.500000000000,5.025937500000,5025937.500000000000,-0.213281250000,-213281.250000000000,0.185000000000,185000.000000000000,1.282812500000,1282812.500000000000,0.962031250000,962031.250000000000
-0.000000005060,-5060.000000000000,0.008750000000,8750.000000000000,4.990625000000,4990625.000000000000,-0.260156250000,-260156.250000000000,0.201250000000,201250.000000000000,1.284062500000,1284062.500000000000,0.983750000000,983750.000000000000
-0.000000004980,-4980.000000000000,0.001875000000,1875.000000000000,4.946875000000,4946875.000000000000,-0.345312500000,-345312.500000000000,0.228125000000,228125.000000000000,1.279218750000,1279218.750000000000,1.001875000000,1001875.000000000000
-0.000000004900,-4900.000000000000,0.007812500000,7812.500000000000,4.913125000000,4913125.000000000000,-0.468750000000,-468750.000000000000,0.238125000000,238125.000000000000,1.279687500000,1279687.500000000000,1.021562500000,1021562.500000000000
-0.000000004820,-4820.000000000000,0.017812500000,17812.500000000000,4.888437500000,4888437.500000000000,-0.589843750000,-589843.750000000000,0.251875000000,251875.000000000000,1.279375000000,1279375.000000000000,1.033125000000,1033125.000000000000
-0.000000004740,-4740.000000000000,0.039375000000,39375.000000000000,4.883750000000,4883750.000000000000,-0.700000000000,-700000.000000000000,0.245937500000,245937.500000000000,1.288125000000,1288125.000000000000,1.042031250000,1042031.250000000000
-0.000000004660,-4660.000000000000,0.059062500000,59062.500000000000,4.888437500000,4888437.500000000000,-0.758593750000,-758593.750000000000,0.246562500000,246562.500000000000,1.297187500000,1297187.500000000000,1.039687500000,1039687.500000000000
-0.000000004580,-4580.000000000000,0.083437500000,83437.500000000000,4.905625000000,4905625.000000000000,-0.772656250000,-772656.250000000000,0.228437500000,228437.500000000000,1.315937500000,1315937.500000000000,1.035781250000,1035781.250000000000
-0.000000004500,-4500.000000000000,0.099375000000,99375.000000000000,4.920625000000,4920625.000000000000,-0.727343750000,-727343.750000000000,0.215312500000,215312.500000000000,1.334843750000,1334843.750000000000,1.025156250000,1025156.250000000000
-0.000000004420,-4420.000000000000,0.112812500000,112812.500000000000,4.934062500000,4934062.500000000000,-0.650000000000,-650000.000000000000,0.187187500000,187187.500000000000,1.359062500000,1359062.500000000000,1.017500000000,1017500.000000000000
-0.000000004340,-4340.000000000000,0.111250000000,111250.000000000000,4.930625000000,4930625.000000000000,-0.543750000000,-543750.000000000000,0.173437500000,173437.500000000000,1.376093750000,1376093.750000000000,1.006250000000,1006250.000000000000
-0.000000004260,-4260.000000000000,0.108125000000,108125.000000000000,4.916562500000,4916562.500000000000,-0.451562500000,-451562.500000000000,0.150625000000,150625.000000000000,1.392187500000,1392187.500000000000,1.001406250000,1001406.250000000000
-0.000000004180,-4180.000000000000,0.096250000000,96250.000000000000,4.883750000000,4883750.000000000000,-0.382031250000,-382031.250000000000,0.143125000000,143125.000000000000,1.396875000000,1396875.000000000000,0.996406250000,996406.250000000000
-0.000000004100,-4100.000000000000,0.088437500000,88437.500000000000,4.842500000000,4842500.000000000000,-0.365625000000,-365625.000000000000,0.130625000000,130625.000000000000,1.396875000000,1396875.000000000000,0.998281250000,998281.250000000000
-0.000000004020,-4020.000000000000,0.077187500000,77187.500000000000,4.788125000000,4788125.000000000000,-0.388281250000,-388281.250000000000,0.140000000000,140000.000000000000,1.383281250000,1383281.250000000000,0.997500000000,997500.000000000000
-0.000000003940,-3940.000000000000,0.076250000000,76250.000000000000,4.736875000000,4736875.000000000000,-0.458593750000,-458593.750000000000,0.145000000000,145000.000000000000,1.367187500000,1367187.500000000000,1.001875000000,1001875.000000000000
-0.000000003860,-3860.000000000000,0.076250000000,76250.000000000000,4.688750000000,4688750.000000000000,-0.542968750000,-542968.750000000000,0.166562500000,166562.500000000000,1.343593750000,1343593.750000000000,1.002500000000,1002500.000000000000
-0.000000003780,-3780.000000000000,0.085625000000,85625.000000000000,4.659375000000,4659375.000000000000,-0.631250000000,-631250.000000000000,0.179687500000,179687.500000000000,1.324218750000,1324218.750000000000,1.005781250000,1005781.250000000000
-0.000000003700,-3700.000000000000,0.090000000000,90000.000000000000,4.645937500000,4645937.500000000000,-0.683593750000,-683593.750000000000,0.208750000000,208750.000000000000,1.302500000000,1302500.000000000000,1.002031250000,1002031.250000000000
-0.000000003620,-3620.000000000000,0.099062500000,99062.500000000000,4.662187500000,4662187.500000000000,-0.702343750000,-702343.750000000000,0.223750000000,223750.000000000000,1.290937500000,1290937.500000000000,0.999218750000,999218.750000000000
-0.000000003540,-3540.000000000000,0.100312500000,100312.500000000000,4.701875000000,4701875.000000000000,-0.671093750000,-671093.750000000000,0.244687500000,244687.500000000000,1.282343750000,1282343.750000000000,0.990000000000,990000.000000000000
-0.000000003460,-3460.000000000000,0.102812500000,102812.500000000000,4.768750000000,4768750.000000000000,-0.613281250000,-613281.250000000000,0.247500000000,247500.000000000000,1.284843750000,1284843.750000000000,0.982187500000,982187.500000000000
-0.000000003380,-3380.000000000000,0.094062500000,94062.500000000000,4.845312500000,4845312.500000000000,-0.532812500000,-532812.500000000000,0.257500000000,257500.000000000000,1.287031250000,1287031.250000000000,0.968750000000,968750.000000000000
-0.000000003300,-3300.000000000000,0.089687500000,89687.500000000000,4.929062500000,4929062.500000000000,-0.471093750000,-471093.750000000000,0.248750000000,248750.000000000000,1.296562500000,1296562.500000000000,0.960000000000,960000.000000000000
-0.000000003220,-3220.000000000000,0.081250000000,81250.000000000000,4.999375000000,4999375.000000000000,-0.432031250000,-432031.250000000000,0.245000000000,245000.000000000000,1.302812500000,1302812.500000000000,0.950937500000,950937.500000000000
-0.000000003140,-3140.000000000000,0.081562500000,81562.500000000000,5.051562500000,5051562.500000000000,-0.440625000000,-440625.000000000000,0.225625000000,225625.000000000000,1.311406250000,1311406.250000000000,0.951093750000,951093.750000000000
-0.000000003060,-3060.000000000000,0.079687500000,79687.500000000000,5.069687500000,5069687.500000000000,-0.476562500000,-476562.500000000000,0.219687500000,219687.500000000000,1.311875000000,1311875.000000000000,0.953125000000,953125.000000000000
-0.000000002980,-2980.000000000000,0.090312500000,90312.500000000000,5.060625000000,5060625.000000000000,-0.542187500000,-542187.500000000000,0.202500000000,202500.000000000000,1.313125000000,1313125.000000000000,0.965937500000,965937.500000000000
-0.000000002900,-2900.000000000000,0.100625000000,100625.000000000000,5.022187500000,5022187.500000000000,-0.600000000000,-600000.000000000000,0.197500000000,197500.000000000000,1.307968750000,1307968.750000000000,0.981093750000,981093.750000000000
-0.000000002820,-2820.000000000000,0.118437500000,118437.500000000000,4.972500000000,4972500.000000000000,-0.646093750000,-646093.750000000000,0.183750000000,183750.000000000000,1.306250000000,1306250.000000000000,1.003593750000,1003593.750000000000
-0.000000002740,-2740.000000000000,0.125937500000,125937.500000000000,4.915312500000,4915312.500000000000,-0.649218750000,-649218.750000000000,0.187187500000,187187.500000000000,1.300156250000,1300156.250000000000,1.021406250000,1021406.250000000000
-0.000000002660,-2660.000000000000,0.135000000000,135000.000000000000,4.872187500000,4872187.500000000000,-0.625781250000,-625781.250000000000,0.181250000000,181250.000000000000,1.300937500000,1300937.500000000000,1.040000000000,1040000.000000000000
-0.000000002580,-2580.000000000000,0.130937500000,130937.500000000000,4.843437500000,4843437.500000000000,-0.571875000000,-571875.000000000000,0.187500000000,187500.000000000000,1.301562500000,1301562.500000000000,1.049062500000,1049062.500000000000
-0.000000002500,-2500.000000000000,0.123750000000,123750.000000000000,4.838750000000,4838750.000000000000,-0.523437500000,-523437.500000000000,0.183437500000,183437.500000000000,1.310781250000,1310781.250000000000,1.054531250000,1054531.250000000000
-0.000000002420,-2420.000000000000,0.101250000000,101250.000000000000,4.845000000000,4845000.000000000000,-0.480468750000,-480468.750000000000,0.194687500000,194687.500000000000,1.318281250000,1318281.250000000000,1.047500000000,1047500.000000000000
-0.000000002340,-2340.000000000000,0.083437500000,83437.500000000000,4.862187500000,4862187.500000000000,-0.475781250000,-475781.250000000000,0.194062500000,194062.500000000000,1.332343750000,1332343.750000000000,1.038593750000,1038593.750000000000
