TIME,,CH1,,CH2,,CH3,,CH4,
1.195E-08,11950,4.7671875,4767187.5,0.0371875,37187.5,4.666875,4666875,0.2709375,270937.500000000000
1.203E-08,12030,4.7759375,4775937.5,0.049375,49375,4.6371875,4637187.5,0.2609375,260937.500000000000
1.211E-08,12110,4.779375,4779375,0.071875,71875,4.61375,4613750,0.2628125,262812.500000000000
1.219E-08,12190,4.8,4800000,0.094375,94375,4.600625,4600625,0.2515625,251562.500000000000
1.227E-08,12270,4.809375,4809375,0.115625,115625,4.5934375,4593437.5,0.250625,250625.000000000000
1.235E-08,12350,4.82375,4823750,0.1253125,125312.5,4.595,4595000,0.2396875,239687.500000000000
1.243E-08,12430,4.81375,4813750,0.1265625,126562.5,4.5978125,4597812.5,0.24625,246250.000000000000
1.251E-08,12510,4.805625,4805625,0.1128125,112812.5,4.601875,4601875,0.244375,244375.000000000000
1.259E-08,12590,4.7803125,4780312.5,0.093125,93125,4.6040625,4604062.5,0.2559375,255937.500000000000
1.267E-08,12670,4.765625,4765625,0.068125,68125,4.6109375,4610937.5,0.2578125,257812.500000000000
1.275E-08,12750,4.74125,4741250,0.050625,50625,4.62,4620000,0.274375,274375.000000000000
1.283E-08,12830,4.7371875,4737187.5,0.0421875,42187.5,4.6353125,4635312.5,0.2771875,277187.500000000000
1.291E-08,12910,4.7328125,4732812.5,0.050625,50625,4.655,4655000,0.2878125,287812.500000000000
1.299E-08,12990,4.7484375,4748437.5,0.070625,70625,4.6825,4682500,0.283125,283125.000000000000
1.307E-08,13070,4.754375,4754375,0.1015625,101562.5,4.710625,4710625,0.29,290000.000000000000
1.315E-08,13150,4.7725,4772500,0.133125,133125,4.7375,4737500,0.2840625,284062.500000000000
1.323E-08,13230,4.778125,4778125,0.160625,160625,4.7584375,4758437.5,0.2878125,287812.500000000000
1.331E-08,13310,4.7921875,4792187.5,0.1721875,172187.5,4.7740625,4774062.5,0.280625,280625.000000000000
1.339E-08,13390,4.79,4790000,0.166875,166875,4.7803125,4780312.5,0.28625,286250.000000000000
1.347E-08,13470,4.7996875,4799687.5,0.1453125,145312.5,4.779375,4779375,0.28125,281250.000000000000
1.355E-08,13550,4.801875,4801875,0.1140625,114062.5,4.7734375,4773437.5,0.285,285000.000000000000
1.363E-08,13630,4.81875,4818750,0.07625,76250,4.7678125,4767812.5,0.274375,274375.000000000000
1.371E-08,13710,4.8240625,4824062.5,0.0409375,40937.5,4.763125,4763125,0.2721875,272187.500000000000
1.379E-08,13790,4.8409375,4840937.5,0.0175,17500,4.7615625,4761562.5,0.2571875,257187.500000000000
1.387E-08,13870,4.845625,4845625,0.01,10000,4.7646875,4764687.5,0.250625,250625.000000000000
1.395E-08,13950,4.8578125,4857812.5,0.014375,14375,4.770625,4770625,0.233125,233125.000000000000
1.403E-08,14030,4.8525,4852500,0.0271875,27187.5,4.773125,4773125,0.22875,228750.000000000000
1.411E-08,14110,4.858125,4858125,0.045,45000,4.7609375,4760937.5,0.21875,218750.000000000000
1.419E-08,14190,4.85625,4856250,0.0590625,59062.5,4.72,4720000,0.22125,221250.000000000000
1.427E-08,14270,4.8725,4872500,0.0590625,59062.5,4.6334375,4633437.5,0.2134375,213437.500000000000
1.435E-08,14350,4.8834375,4883437.5,0.04,40000,4.480625,4480625,0.21625,216250.000000000000
1.443E-08,14430,4.91375,4913750,0.0021875,2187.5,4.2415625,4241562.5,0.2071875,207187.500000000000
1.451E-08,14510,4.936875,4936875,-0.055,-55000,3.9065625,3906562.5,0.2034375,203437.500000000000
1.459E-08,14590,4.968125,4968125,-0.1290625,-129062.5,3.474375,3474375,0.1853125,185312.500000000000
1.467E-08,14670,4.9740625,4974062.5,-0.2140625,-214062.5,2.9546875,2954687.5,0.1775,177500.000000000000
1.475E-08,14750,4.9753125,4975312.5,-0.2965625,-296562.5,2.3690625,2369062.5,0.16375,163750.000000000000
1.483E-08,14830,4.9478125,4947812.5,-0.3703125,-370312.5,1.7509375,1750937.5,0.165625,165625.000000000000
1.491E-08,14910,4.9159375,4915937.5,-0.426875,-426875,1.14,1140000,0.1659375,165937.500000000000
1.499E-08,14990,4.86125,4861250,-0.4634375,-463437.5,0.5696875,569687.5,0.1859375,185937.500000000000
1.507E-08,15070,4.8190625,4819062.5,-0.4734375,-473437.5,0.069375,69375,0.2025,202500.000000000000
1.515E-08,15150,4.7765625,4776562.5,-0.464375,-464375,-0.3440625,-344062.5,0.226875,226875.000000000000
1.523E-08,15230,4.763125,4763125,-0.4425,-442500,-0.6628125,-662812.5,0.2328125,232812.500000000000
1.531E-08,15310,4.75375,4753750,-0.4196875,-419687.5,-0.89625,-896250,0.234375,234375.000000000000
1.539E-08,15390,4.7715625,4771562.5,-0.39625,-396250,-1.0571875,-1057187.5,0.2078125,207812.500000000000
1.547E-08,15470,4.786875,4786875,-0.3815625,-381562.5,-1.1609375,-1160937.5,0.1665625,166562.500000000000
1.555E-08,15550,4.811875,4811875,-0.3684375,-368437.5,-1.2178125,-1217812.5,0.0946875,94687.500000000000
1.563E-08,15630,4.8128125,4812812.5,-0.35,-350000,-1.2384375,-1238437.5,0.0159375,15937.500000000000
1.571E-08,15710,4.8121875,4812187.5,-0.3,-300000,-1.224375,-1224375,-0.0821875,-82187.500000000000
1.579E-08,15790,4.789375,4789375,-0.2090625,-209062.5,-1.175,-1175000,-0.180625,-180625.000000000000
1.587E-08,15870,4.7728125,4772812.5,-0.0578125,-57812.5,-1.086875,-1086875,-0.289375,-289375.000000000000
1.595E-08,15950,4.74625,4746250,0.15375,153750,-0.9640625,-964062.5,-0.3846875,-384687.500000000000
1.603E-08,16030,4.744375,4744375,0.4315625,431562.5,-0.814375,-814375,-0.474375,-474375.000000000000
1.611E-08,16110,4.7509375,4750937.5,0.753125,753125,-0.6484375,-648437.5,-0.5321875,-532187.500000000000
1.619E-08,16190,4.7884375,4788437.5,1.1065625,1106562.5,-0.480625,-480625,-0.554375,-554375.000000000000
1.627E-08,16270,4.8246875,4824687.5,1.47,1470000,-0.32625,-326250,-0.4978125,-497812.500000000000
1.635E-08,16350,4.8771875,4877187.5,1.8496875,1849687.5,-0.19875,-198750,-0.34875,-348750.000000000000
1.643E-08,16430,4.9128125,4912812.5,2.2496875,2249687.5,-0.1003125,-100312.5,-0.06625,-66250.000000000000
1.651E-08,16510,4.9459375,4945937.5,2.7009375,2700937.5,-0.03125,-31250,0.35375,353750.000000000000
1.659E-08,16590,4.946875,4946875,3.23625,3236250,0.0165625,16562.5,0.934375,934375.000000000000
1.667E-08,16670,4.944375,4944375,3.9015625,3901562.5,0.049375,49375,1.6434375,1643437.500000000000
1.675E-08,16750,4.9228125,4922812.5,4.71,4710000,0.08,80000,2.455,2455000.000000000000
1.683E-08,16830,4.9134375,4913437.5,5.6596875,5659687.5,0.1115625,111562.5,3.294375,3294375.000000000000
1.691E-08,16910,4.8971875,4897187.5,6.703125,6703125,0.146875,146875,4.1090625,4109062.500000000000
1.699E-08,16990,4.905,4905000,7.7715625,7771562.5,0.1771875,177187.5,4.810625,4810625.000000000000
1.707E-08,17070,4.9128125,4912812.5,8.7565625,8756562.5,0.2,200000,5.35375,5353750.000000000000
1.715E-08,17150,4.9378125,4937812.5,9.555,9555000,0.203125,203125,5.6865625,5686562.500000000000
1.723E-08,17230,4.9453125,4945312.5,10.0728125,10072812.5,0.1815625,181562.5,5.8253125,5825312.500000000000
1.731E-08,17310,4.95375,4953750,10.2675,10267500,0.126875,126875,5.779375,5779375.000000000000
1.739E-08,17390,4.935625,4935625,10.135625,10135625,0.045625,45625,5.6184375,5618437.500000000000
1.747E-08,17470,4.913125,4913125,9.739375,9739375,-0.05875,-58750,5.3940625,5394062.500000000000
1.755E-08,17550,4.8646875,4864687.5,9.180625,9180625,-0.173125,-173125,5.1959375,5195937.500000000000
1.763E-08,17630,4.8240625,4824062.5,8.5975,8597500,-0.2890625,-289062.5,5.060625,5060625.000000000000
1.771E-08,17710,4.779375,4779375,8.108125,8108125,-0.386875,-386875,5.0334375,5033437.500000000000
1.779E-08,17790,4.76,4760000,7.813125,7813125,-0.4578125,-457812.5,5.09875,5098750.000000000000
1.787E-08,17870,4.7446875,4744687.5,7.7496875,7749687.5,-0.4915625,-491562.5,5.2484375,5248437.500000000000
1.795E-08,17950,4.76,4760000,7.9121875,7912187.5,-0.489375,-489375,5.420625,5420625.000000000000
1.803E-08,18030,4.779375,4779375,8.2225,8222500,-0.4484375,-448437.5,5.576875,5576875.000000000000
1.811E-08,18110,4.818125,4818125,8.585625,8585625,-0.3821875,-382187.5,5.6565625,5656562.500000000000
1.819E-08,18190,4.8421875,4842187.5,8.88375,8883750,-0.3009375,-300937.5,5.6509375,5650937.500000000000
1.827E-08,18270,4.87125,4871250,9.0421875,9042187.5,-0.225,-225000,5.5409375,5540937.500000000000
1.835E-08,18350,4.879375,4879375,9.0059375,9005937.5,-0.1634375,-163437.5,5.36,5360000.000000000000
1.843E-08,18430,4.8884375,4888437.5,8.79125,8791250,-0.1315625,-131562.5,5.1325,5132500.000000000000
1.851E-08,18510,4.8740625,4874062.5,8.446875,8446875,-0.1284375,-128437.5,4.9225,4922500.000000000000
1.859E-08,18590,4.8665625,4866562.5,8.0771875,8077187.5,-0.156875,-156875,4.7578125,4757812.500000000000
1.867E-08,18670,4.8484375,4848437.5,7.7659375,7765937.5,-0.20125,-201250,4.6803125,4680312.500000000000
1.875E-08,18750,4.845,4845000,7.6053125,7605312.5,-0.254375,-254375,4.685625,4685625.000000000000
1.883E-08,18830,4.830625,4830625,7.628125,7628125,-0.295625,-295625,4.78,4780000.000000000000
1.891E-08,18910,4.8315625,4831562.5,7.84625,7846250,-0.32375,-323750,4.92125,4921250.000000000000
1.899E-08,18990,4.823125,4823125,8.1978125,8197812.5,-0.3296875,-329687.5,5.0840625,5084062.500000000000
1.907E-08,19070,4.825625,4825625,8.6171875,8617187.5,-0.325,-325000,5.22,5220000.000000000000
1.915E-08,19150,4.811875,4811875,9.00625,9006250,-0.3115625,-311562.5,5.3184375,5318437.500000000000
1.923E-08,19230,4.808125,4808125,9.3034375,9303437.5,-0.309375,-309375,5.353125,5353125.000000000000
1.931E-08,19310,4.795,4795000,9.446875,9446875,-0.321875,-321875,5.3378125,5337812.500000000000
1.939E-08,19390,4.798125,4798125,9.439375,9439375,-0.3596875,-359687.5,5.27625,5276250.000000000000
1.947E-08,19470,4.7946875,4794687.5,9.294375,9294375,-0.410625,-410625,5.2071875,5207187.500000000000
1.955E-08,19550,4.813125,4813125,9.0803125,9080312.5,-0.471875,-471875,5.140625,5140625.000000000000
1.963E-08,19630,4.8309375,4830937.5,8.841875,8841875,-0.5225,-522500,5.1025,5102500.000000000000
1.971E-08,19710,4.8675,4867500,8.6484375,8648437.5,-0.5540625,-554062.5,5.0875,5087500.000000000000
1.979E-08,19790,4.8909375,4890937.5,8.52375,8523750,-0.549375,-549375,5.1084375,5108437.500000000000
1.987E-08,19870,4.921875,4921875,8.4959375,8495937.5,-0.514375,-514375,5.13875,5138750.000000000000
1.995E-08,19950,4.9315625,4931562.5,8.5353125,8535312.5,-0.4496875,-449687.5,5.1728125,5172812.500000000000
2.003E-08,20030,4.93875,4938750,8.6271875,8627187.5,-0.3753125,-375312.5,5.185,5185000.000000000000
2.011E-08,20110,4.916875,4916875,8.7209375,8720937.5,-0.300625,-300625,5.180625,5180625.000000000000
2.019E-08,20190,4.894375,4894375,8.8009375,8800937.5,-0.248125,-248125,5.145625,5145625.000000000000
2.027E-08,20270,4.854375,4854375,8.8303125,8830312.5,-0.2209375,-220937.5,5.095625,5095625.000000000000
2.035E-08,20350,4.8253125,4825312.5,8.8203125,8820312.5,-0.226875,-226875,5.0321875,5032187.500000000000
2.043E-08,20430,4.7878125,4787812.5,8.761875,8761875,-0.2534375,-253437.5,4.9809375,4980937.500000000000
2.051E-08,20510,4.771875,4771875,8.693125,8693125,-0.2959375,-295937.5,4.943125,4943125.000000000000
2.059E-08,20590,4.7571875,4757187.5,8.616875,8616875,-0.3346875,-334687.5,4.93375,4933750.000000000000
2.067E-08,20670,4.7646875,4764687.5,8.5684375,8568437.5,-0.364375,-364375,4.9453125,4945312.500000000000
2.075E-08,20750,4.764375,4764375,8.5359375,8535937.5,-0.37125,-371250,4.9821875,4982187.500000000000
2.083E-08,20830,4.7775,4777500,8.541875,8541875,-0.360625,-360625,5.025,5025000.000000000000
2.091E-08,20910,4.7778125,4777812.5,8.560625,8560625,-0.3309375,-330937.5,5.070625,5070625.000000000000
2.099E-08,20990,4.785625,4785625,8.599375,8599375,-0.29625,-296250,5.0996875,5099687.500000000000
2.107E-08,21070,4.775625,4775625,8.6253125,8625312.5,-0.2578125,-257812.5,5.115625,5115625.000000000000
2.115E-08,21150,4.7765625,4776562.5,8.6503125,8650312.5,-0.230625,-230625,5.1059375,5105937.500000000000
2.123E-08,21230,4.770625,4770625,8.6534375,8653437.5,-0.2128125,-212812.5,5.0828125,5082812.500000000000
2.131E-08,21310,4.7846875,4784687.5,8.6528125,8652812.5,-0.2115625,-211562.5,5.045,5045000.000000000000
2.139E-08,21390,4.795625,4795625,8.6321875,8632187.5,-0.2178125,-217812.5,5.0125,5012500.000000000000
2.147E-08,21470,4.8271875,4827187.5,8.61875,8618750,-0.235625,-235625,4.9840625,4984062.500000000000
2.155E-08,21550,4.8540625,4854062.5,8.6009375,8600937.5,-0.255,-255000,4.9753125,4975312.500000000000
2.163E-08,21630,4.891875,4891875,8.60125,8601250,-0.2790625,-279062.5,4.980625,4980625.000000000000
2.171E-08,21710,4.91,4910000,8.60125,8601250,-0.2984375,-298437.5,5.008125,5008125.000000000000
2.179E-08,21790,4.926875,4926875,8.62125,8621250,-0.3190625,-319062.5,5.041875,5041875.000000000000
2.187E-08,21870,4.92125,4921250,8.640625,8640625,-0.33375,-333750,5.081875,5081875.000000000000
2.195E-08,21950,4.9178125,4917812.5,8.6728125,8672812.5,-0.3478125,-347812.5,5.11125,5111250.000000000000
2.203E-08,22030,4.8978125,4897812.5,8.6925,8692500,-0.353125,-353125,5.133125,5133125.000000000000
2.211E-08,22110,4.8909375,4890937.5,8.7159375,8715937.5,-0.35625,-356250,5.1340625,5134062.500000000000
2.219E-08,22190,4.8815625,4881562.5,8.7228125,8722812.5,-0.35125,-351250,5.123125,5123125.000000000000
2.227E-08,22270,4.8921875,4892187.5,8.7284375,8728437.5,-0.34625,-346250,5.0965625,5096562.500000000000
2.235E-08,22350,4.8959375,4895937.5,8.7128125,8712812.5,-0.336875,-336875,5.07125,5071250.000000000000
2.243E-08,22430,4.9084375,4908437.5,8.6990625,8699062.5,-0.3340625,-334062.5,5.045,5045000.000000000000
2.251E-08,22510,4.903125,4903125,8.673125,8673125,-0.335,-335000,5.0321875,5032187.500000000000
2.259E-08,22590,4.89625,4896250,8.656875,8656875,-0.3475,-347500,5.0284375,5028437.500000000000
2.267E-08,22670,4.8640625,4864062.5,8.633125,8633125,-0.3634375,-363437.5,5.04375,5043750.000000000000
2.275E-08,22750,4.8321875,4832187.5,8.626875,8626875,-0.386875,-386875,5.06625,5066250.000000000000
2.283E-08,22830,4.7903125,4790312.5,8.6203125,8620312.5,-0.405625,-405625,5.09875,5098750.000000000000
2.291E-08,22910,4.7675,4767500,8.63125,8631250,-0.419375,-419375,5.1278125,5127812.500000000000
2.299E-08,22990,4.74875,4748750,8.635,8635000,-0.4146875,-414687.5,5.1584375,5158437.500000000000
2.307E-08,23070,4.7565625,4756562.5,8.6490625,8649062.5,-0.396875,-396875,5.1775,5177500.000000000000
2.315E-08,23150,4.7703125,4770312.5,8.6521875,8652187.5,-0.36125,-361250,5.191875,5191875.000000000000
2.323E-08,23230,4.8015625,4801562.5,8.6590625,8659062.5,-0.3196875,-319687.5,5.1934375,5193437.500000000000
2.331E-08,23310,4.81875,4818750,8.648125,8648125,-0.2728125,-272812.5,5.194375,5194375.000000000000
2.339E-08,23390,4.8328125,4832812.5,8.6415625,8641562.5,-0.238125,-238125,5.1871875,5187187.500000000000
2.347E-08,23470,4.82125,4821250,8.6253125,8625312.5,-0.2165625,-216562.5,5.1825,5182500.000000000000
2.355E-08,23550,4.8021875,4802187.5,8.62125,8621250,-0.21875,-218750,5.1734375,5173437.500000000000
2.363E-08,23630,4.756875,4756875,8.613125,8613125,-0.23625,-236250,5.1715625,5171562.500000000000
2.371E-08,23710,4.7096875,4709687.5,8.624375,8624375,-0.270625,-270625,5.1671875,5167187.500000000000
2.379E-08,23790,4.648125,4648125,8.6375,8637500,-0.3078125,-307812.5,5.1696875,5169687.500000000000
2.387E-08,23870,4.5921875,4592187.5,8.668125,8668125,-0.3440625,-344062.5,5.169375,5169375.000000000000
2.395E-08,23950,4.5190625,4519062.5,8.689375,8689375,-0.365,-365000,5.1765625,5176562.500000000000
2.403E-08,24030,4.445,4445000,8.7165625,8716562.5,-0.3734375,-373437.5,5.1796875,5179687.500000000000
2.411E-08,24110,4.3490625,4349062.5,8.725,8725000,-0.3634375,-363437.5,5.1859375,5185937.500000000000
2.419E-08,24190,4.246875,4246875,8.72875,8728750,-0.345625,-345625,5.185625,5185625.000000000000
2.427E-08,24270,4.1178125,4117812.5,8.705,8705000,-0.31875,-318750,5.1875,5187500.000000000000
2.435E-08,24350,3.9840625,3984062.5,8.6778125,8677812.5,-0.2971875,-297187.5,5.18,5180000.000000000000
2.443E-08,24430,3.8346875,3834687.5,8.635,8635000,-0.28,-280000,5.1721875,5172187.500000000000
2.451E-08,24510,3.691875,3691875,8.6015625,8601562.5,-0.2753125,-275312.5,5.1559375,5155937.500000000000
2.459E-08,24590,3.5390625,3539062.5,8.564375,8564375,-0.275,-275000,5.14375,5143750.000000000000
2.467E-08,24670,3.3953125,3395312.5,8.550625,8550625,-0.2821875,-282187.5,5.128125,5128125.000000000000
2.475E-08,24750,3.2434375,3243437.5,8.545,8545000,-0.2865625,-286562.5,5.120625,5120625.000000000000
2.483E-08,24830,3.096875,3096875,8.564375,8564375,-0.29125,-291250,5.1153125,5115312.500000000000
2.491E-08,24910,2.9325,2932500,8.5840625,8584062.5,-0.2875,-287500,5.123125,5123125.000000000000
2.499E-08,24990,2.7659375,2765937.5,8.61875,8618750,-0.284375,-284375,5.1334375,5133437.500000000000
2.507E-08,25070,2.583125,2583125,8.6446875,8644687.5,-0.27875,-278750,5.153125,5153125.000000000000
2.515E-08,25150,2.404375,2404375,8.674375,8674375,-0.2809375,-280937.5,5.1709375,5170937.500000000000
2.523E-08,25230,2.215,2215000,8.68375,8683750,-0.285625,-285625,5.193125,5193125.000000000000
2.531E-08,25310,2.039375,2039375,8.6940625,8694062.5,-0.3003125,-300312.5,5.2075,5207500.000000000000
2.539E-08,25390,1.868125,1868125,8.6884375,8688437.5,-0.3159375,-315937.5,5.2203125,5220312.500000000000
2.547E-08,25470,1.72125,1721250,8.688125,8688125,-0.333125,-333125,5.223125,5223125.000000000000
2.555E-08,25550,1.5790625,1579062.5,8.6746875,8674687.5,-0.3384375,-338437.5,5.226875,5226875.000000000000
2.563E-08,25630,1.4578125,1457812.5,8.671875,8671875,-0.3346875,-334687.5,5.223125,5223125.000000000000
2.571E-08,25710,1.338125,1338125,8.6634375,8663437.5,-0.31375,-313750,5.2221875,5222187.500000000000
2.579E-08,25790,1.2328125,1232812.5,8.6671875,8667187.5,-0.284375,-284375,5.2175,5217500.000000000000
2.587E-08,25870,1.11875,1118750,8.6621875,8662187.5,-0.2446875,-244687.5,5.2196875,5219687.500000000000
2.595E-08,25950,1.011875,1011875,8.66875,8668750,-0.209375,-209375,5.2190625,5219062.500000000000
2.603E-08,26030,0.8990625,899062.5,8.668125,8668125,-0.1796875,-179687.5,5.2234375,5223437.500000000000
2.611E-08,26110,0.8009375,800937.5,8.678125,8678125,-0.1671875,-167187.5,5.2234375,5223437.500000000000
2.619E-08,26190,0.703125,703125,8.6775,8677500,-0.165625,-165625,5.22875,5228750.000000000000
2.627E-08,26270,0.6275,627500,8.6875,8687500,-0.18,-180000,5.2290625,5229062.500000000000
2.635E-08,26350,0.5634375,563437.5,8.6896875,8689687.5,-0.1984375,-198437.5,5.2325,5232500.000000000000
2.643E-08,26430,0.5265625,526562.5,8.7015625,8701562.5,-0.2209375,-220937.5,5.23125,5231250.000000000000
2.651E-08,26510,0.495625,495625,8.70125,8701250,-0.23375,-233750,5.235,5235000.000000000000
2.659E-08,26590,0.481875,481875,8.708125,8708125,-0.240625,-240625,5.2346875,5234687.500000000000
2.667E-08,26670,0.465,465000,8.70375,8703750,-0.235625,-235625,5.2384375,5238437.500000000000
2.675E-08,26750,0.4553125,455312.5,8.7053125,8705312.5,-0.2275,-227500,5.2375,5237500.000000000000
2.683E-08,26830,0.4315625,431562.5,8.691875,8691875,-0.21375,-213750,5.241875,5241875.000000000000
2.691E-08,26910,0.4103125,410312.5,8.6853125,8685312.5,-0.206875,-206875,5.2415625,5241562.500000000000
2.699E-08,26990,0.3821875,382187.5,8.669375,8669375,-0.20375,-203750,5.245625,5245625.000000000000
2.707E-08,27070,0.3659375,365937.5,8.6625,8662500,-0.211875,-211875,5.245625,5245625.000000000000
2.715E-08,27150,0.3478125,347812.5,8.645,8645000,-0.221875,-221875,5.2521875,5252187.500000000000
2.723E-08,27230,0.3459375,345937.5,8.6384375,8638437.5,-0.236875,-236875,5.255625,5255625.000000000000
2.731E-08,27310,0.3475,347500,8.625625,8625625,-0.2459375,-245937.5,5.264375,5264375.000000000000
2.739E-08,27390,0.3628125,362812.5,8.62375,8623750,-0.2515625,-251562.5,5.26875,5268750.000000000000
2.747E-08,27470,0.3703125,370312.5,8.611875,8611875,-0.2440625,-244062.5,5.27875,5278750.000000000000
2.755E-08,27550,0.380625,380625,8.6115625,8611562.5,-0.23125,-231250,5.2828125,5282812.500000000000
2.763E-08,27630,0.37875,378750,8.605,8605000,-0.21,-210000,5.28875,5288750.000000000000
2.771E-08,27710,0.3765625,376562.5,8.610625,8610625,-0.19,-190000,5.2884375,5288437.500000000000
2.779E-08,27790,0.3590625,359062.5,8.6075,8607500,-0.1690625,-169062.5,5.291875,5291875.000000000000
2.787E-08,27870,0.3428125,342812.5,8.6153125,8615312.5,-0.1565625,-156562.5,5.2896875,5289687.500000000000
2.795E-08,27950,0.319375,319375,8.6146875,8614687.5,-0.1484375,-148437.5,5.2915625,5291562.500000000000
2.803E-08,28030,0.3034375,303437.5,8.620625,8620625,-0.1496875,-149687.5,5.2896875,5289687.500000000000
2.811E-08,28110,0.2809375,280937.5,8.6084375,8608437.5,-0.15125,-151250,5.2946875,5294687.500000000000
2.819E-08,28190,0.266875,266875,8.5959375,8595937.5,-0.158125,-158125,5.2959375,5295937.500000000000
2.827E-08,28270,0.250625,250625,8.565,8565000,-0.161875,-161875,5.30125,5301250.000000000000
2.835E-08,28350,0.245,245000,8.53375,8533750,-0.1678125,-167812.5,5.30125,5301250.000000000000
2.843E-08,28430,0.2353125,235312.5,8.48625,8486250,-0.16875,-168750,5.3046875,5304687.500000000000
2.851E-08,28510,0.235625,235625,8.44875,8448750,-0.1734375,-173437.5,5.3009375,5300937.500000000000
2.859E-08,28590,0.235,235000,8.410625,8410625,-0.17625,-176250,5.29875,5298750.000000000000
2.867E-08,28670,0.2421875,242187.5,8.3959375,8395937.5,-0.184375,-184375,5.2903125,5290312.500000000000
2.875E-08,28750,0.2409375,240937.5,8.38625,8386250,-0.1903125,-190312.5,5.2871875,5287187.500000000000
2.883E-08,28830,0.24125,241250,8.4028125,8402812.5,-0.2,-200000,5.280625,5280625.000000000000
2.891E-08,28910,0.2309375,230937.5,8.4234375,8423437.5,-0.2065625,-206562.5,5.2803125,5280312.500000000000
2.899E-08,28990,0.2209375,220937.5,8.459375,8459375,-0.2140625,-214062.5,5.278125,5278125.000000000000
2.907E-08,29070,0.199375,199375,8.4815625,8481562.5,-0.2153125,-215312.5,5.2834375,5283437.500000000000
2.915E-08,29150,0.183125,183125,8.5046875,8504687.5,-0.2165625,-216562.5,5.2846875,5284687.500000000000
2.923E-08,29230,0.166875,166875,8.5075,8507500,-0.2121875,-212187.5,5.2884375,5288437.500000000000
2.931E-08,29310,0.16375,163750,8.5078125,8507812.5,-0.20875,-208750,5.2846875,5284687.500000000000
2.939E-08,29390,0.1634375,163437.5,8.4884375,8488437.5,-0.199375,-199375,5.2821875,5282187.500000000000
2.947E-08,29470,0.17625,176250,8.4765625,8476562.5,-0.1909375,-190937.5,5.27125,5271250.000000000000
2.955E-08,29550,0.1878125,187812.5,8.4603125,8460312.5,-0.1790625,-179062.5,5.2609375,5260937.500000000000
2.963E-08,29630,0.2034375,203437.5,8.4615625,8461562.5,-0.17,-170000,5.245625,5245625.000000000000
2.971E-08,29710,0.20625,206250,8.4603125,8460312.5,-0.1596875,-159687.5,5.2375,5237500.000000000000
2.979E-08,29790,0.205,205000,8.475,8475000,-0.1571875,-157187.5,5.2278125,5227812.500000000000
2.987E-08,29870,0.189375,189375,8.483125,8483125,-0.1590625,-159062.5,5.2259375,5225937.500000000000
2.995E-08,29950,0.1721875,172187.5,8.496875,8496875,-0.1734375,-173437.5,5.223125,5223125.000000000000
3.003E-08,30030,0.145625,145625,8.49125,8491250,-0.1928125,-192812.5,5.226875,5226875.000000000000
3.011E-08,30110,0.1246875,124687.5,8.4859375,8485937.5,-0.220625,-220625,5.2246875,5224687.500000000000
3.019E-08,30190,0.10375,103750,8.465,8465000,-0.2459375,-245937.5,5.2225,5222500.000000000000
3.027E-08,30270,0.09375,93750,8.45125,8451250,-0.2684375,-268437.5,5.2103125,5210312.500000000000
3.035E-08,30350,0.083125,83125,8.43,8430000,-0.2746875,-274687.5,5.1975,5197500.000000000000
3.043E-08,30430,0.083125,83125,8.426875,8426875,-0.2684375,-268437.5,5.17625,5176250.000000000000
3.051E-08,30510,0.083125,83125,8.4265625,8426562.5,-0.2434375,-243437.5,5.1575,5157500.000000000000
3.059E-08,30590,0.091875,91875,8.445,8445000,-0.2103125,-210312.5,5.135625,5135625.000000000000
3.067E-08,30670,0.098125,98125,8.4565625,8456562.5,-0.1690625,-169062.5,5.124375,5124375.000000000000
3.075E-08,30750,0.1128125,112812.5,8.4753125,8475312.5,-0.135625,-135625,5.114375,5114375.000000000000
3.083E-08,30830,0.125625,125625,8.4778125,8477812.5,-0.111875,-111875,5.1153125,5115312.500000000000
3.091E-08,30910,0.1440625,144062.5,8.4778125,8477812.5,-0.108125,-108125,5.1171875,5117187.500000000000
3.099E-08,30990,0.1540625,154062.5,8.455,8455000,-0.1171875,-117187.5,5.1275,5127500.000000000000
3.107E-08,31070,0.16375,163750,8.4334375,8433437.5,-0.141875,-141875,5.1340625,5134062.500000000000
3.115E-08,31150,0.1615625,161562.5,8.403125,8403125,-0.16875,-168750,5.143125,5143125.000000000000
3.123E-08,31230,0.1575,157500,8.3884375,8388437.5,-0.194375,-194375,5.1446875,5144687.500000000000
3.131E-08,31310,0.1425,142500,8.374375,8374375,-0.2053125,-205312.5,5.1484375,5148437.500000000000
3.139E-08,31390,0.1309375,130937.5,8.3846875,8384687.5,-0.2046875,-204687.5,5.1446875,5144687.500000000000
3.147E-08,31470,0.118125,118125,8.4003125,8400312.5,-0.188125,-188125,5.1425,5142500.000000000000
3.155E-08,31550,0.11625,116250,8.4346875,8434687.5,-0.1671875,-167187.5,5.135,5135000.000000000000
3.163E-08,31630,0.1146875,114687.5,8.460625,8460625,-0.1421875,-142187.5,5.1325,5132500.000000000000
3.171E-08,31710,0.1225,122500,8.4925,8492500,-0.1284375,-128437.5,5.12625,5126250.000000000000
3.179E-08,31790,0.12625,126250,8.5078125,8507812.5,-0.1259375,-125937.5,5.1246875,5124687.500000000000
3.187E-08,31870,0.1309375,130937.5,8.521875,8521875,-0.1421875,-142187.5,5.1203125,5120312.500000000000
