TIME,,CH4,,CH5,,CH6,,CH7,,CH8,
-0.000000099920,-99920.000000000000,1.400000000000,1400000.000000000000,5.120000000000,5120000.000000000000,2.440000000000,2440000.000000000000,-0.400000000000,-400000.000000000000,10.400000000000,10400000.000000000000
-0.000000099760,-99760.000000000000,0.800000000000,800000.000000000000,4.960000000000,4960000.000000000000,2.520000000000,2520000.000000000000,-0.400000000000,-400000.000000000000,10.600000000000,10600000.000000000000
-0.000000099600,-99600.000000000000,0.600000000000,600000.000000000000,4.960000000000,4960000.000000000000,2.600000000000,2600000.000000000000,-0.480000000000,-480000.000000000000,10.600000000000,10600000.000000000000
-0.000000099440,-99440.000000000000,0.400000000000,400000.000000000000,4.960000000000,4960000.000000000000,2.760000000000,2760000.000000000000,-0.400000000000,-400000.000000000000,10.600000000000,10600000.000000000000
-0.000000099280,-99280.000000000000,0.200000000000,200000.000000000000,4.960000000000,4960000.000000000000,2.920000000000,2920000.000000000000,-0.480000000000,-480000.000000000000,10.600000000000,10600000.000000000000
-0.000000099120,-99120.000000000000,0.200000000000,200000.000000000000,4.960000000000,4960000.000000000000,3.080000000000,3080000.000000000000,-0.640000000000,-640000.000000000000,10.800000000000,10800000.000000000000
-0.000000098960,-98960.000000000000,0.200000000000,200000.000000000000,5.040000000000,5040000.000000000000,3.160000000000,3160000.000000000000,-0.560000000000,-560000.000000000000,10.800000000000,10800000.000000000000
-0.000000098800,-98800.000000000000,0.200000000000,200000.000000000000,5.040000000000,5040000.000000000000,3.240000000000,3240000.000000000000,-0.480000000000,-480000.000000000000,10.600000000000,10600000.000000000000
-0.000000098640,-98640.000000000000,0.200000000000,200000.000000000000,5.040000000000,5040000.000000000000,3.320000000000,3320000.000000000000,-0.400000000000,-400000.000000000000,10.600000000000,10600000.000000000000
-0.000000098480,-98480.000000000000,0.200000000000,200000.000000000000,4.960000000000,4960000.000000000000,3.400000000000,3400000.000000000000,-0.480000000000,-480000.000000000000,10.600000000000,10600000.000000000000
-0.000000098320,-98320.000000000000,0.400000000000,400000.000000000000,4.960000000000,4960000.000000000000,3.480000000000,3480000.000000000000,-0.400000000000,-400000.000000000000,10.600000000000,10600000.000000000000
-0.000000098160,-98160.000000000000,0.600000000000,600000.000000000000,5.040000000000,5040000.000000000000,3.480000000000,3480000.000000000000,-0.320000000000,-320000.000000000000,10.400000000000,10400000.000000000000
-0.000000098000,-98000.000000000000,0.600000000000,600000.000000000000,4.960000000000,4960000.000000000000,3.480000000000,3480000.000000000000,-0.160000000000,-160000.000000000000,10.200000000000,10200000.000000000000
-0.000000097840,-97840.000000000000,0.400000000000,400000.000000000000,4.960000000000,4960000.000000000000,3.560000000000,3560000.000000000000,-0.160000000000,-160000.000000000000,10.200000000000,10200000.000000000000
-0.000000097680,-97680.000000000000,0.200000000000,200000.000000000000,5.040000000000,5040000.000000000000,3.640000000000,3640000.000000000000,-0.240000000000,-240000.000000000000,10.000000000000,10000000.000000000000
-0.000000097520,-97520.000000000000,0.400000000000,400000.000000000000,5.040000000000,5040000.000000000000,3.640000000000,3640000.000000000000,-0.320000000000,-320000.000000000000,10.000000000000,10000000.000000000000
-0.000000097360,-97360.000000000000,0.200000000000,200000.000000000000,5.040000000000,5040000.000000000000,3.640000000000,3640000.000000000000,-0.240000000000,-240000.000000000000,10.000000000000,10000000.000000000000
-0.000000097200,-97200.000000000000,0.200000000000,200000.000000000000,5.040000000000,5040000.000000000000,3.800000000000,3800000.000000000000,-0.240000000000,-240000.000000000000,10.200000000000,10200000.000000000000
-0.000000097040,-97040.000000000000,0.400000000000,400000.000000000000,5.040000000000,5040000.000000000000,3.880000000000,3880000.000000000000,-0.240000000000,-240000.000000000000,10.000000000000,10000000.000000000000
-0.000000096880,-96880.000000000000,0.400000000000,400000.000000000000,4.960000000000,4960000.000000000000,3.880000000000,3880000.000000000000,-0.240000000000,-240000.000000000000,9.600000000000,9600000.000000000000
-0.000000096720,-96720.000000000000,0.200000000000,200000.000000000000,4.800000000000,4800000.000000000000,3.960000000000,3960000.000000000000,-0.240000000000,-240000.000000000000,9.200000000000,9200000.000000000000
-0.000000096560,-96560.000000000000,0.200000000000,200000.000000000000,4.800000000000,4800000.000000000000,4.040000000000,4040000.000000000000,-0.240000000000,-240000.000000000000,9.000000000000,9000000.000000000000
-0.000000096400,-96400.000000000000,0.600000000000,600000.000000000000,4.880000000000,4880000.000000000000,4.120000000000,4120000.000000000000,-0.160000000000,-160000.000000000000,8.800000000000,8800000.000000000000
-0.000000096240,-96240.000000000000,0.800000000000,800000.000000000000,4.880000000000,4880000.000000000000,4.120000000000,4120000.000000000000,-0.080000000000,-80000.000000000000,8.600000000000,8600000.000000000000
-0.000000096080,-96080.000000000000,0.600000000000,600000.000000000000,4.880000000000,4880000.000000000000,4.200000000000,4200000.000000000000,-0.080000000000,-80000.000000000000,8.600000000000,8600000.000000000000
-0.000000095920,-95920.000000000000,0.600000000000,600000.000000000000,4.800000000000,4800000.000000000000,4.200000000000,4200000.000000000000,0.000000000000,0.000000000000,8.400000000000,8400000.000000000000
-0.000000095760,-95760.000000000000,0.600000000000,600000.000000000000,4.800000000000,4800000.000000000000,4.200000000000,4200000.000000000000,0.160000000000,160000.000000000000,8.000000000000,8000000.000000000000
-0.000000095600,-95600.000000000000,0.800000000000,800000.000000000000,4.880000000000,4880000.000000000000,4.200000000000,4200000.000000000000,0.400000000000,400000.000000000000,7.600000000000,7600000.000000000000
